Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2),Person_ID
3093446,0.2,0.0,-9.53,Person_1
3093458,0.2,0.0,-9.57,Person_1
3093470,0.2,0.0,-9.53,Person_1
3093482,0.24,0.0,-9.57,Person_1
3093494,0.2,0.0,-9.57,Person_1
3093506,0.2,0.0,-9.57,Person_1
3093518,0.16,0.0,-9.53,Person_1
3093530,0.16,0.0,-9.53,Person_1
3093542,0.2,0.0,-9.57,Person_1
3093554,0.2,0.0,-9.61,Person_1
3093566,0.2,0.04,-9.53,Person_1
3093578,0.16,0.0,-9.57,Person_1
3093590,0.2,-0.04,-9.49,Person_1
3093602,0.16,0.04,-9.53,Person_1
3093614,0.16,0.0,-9.57,Person_1
3093626,0.16,0.0,-9.57,Person_1
3093638,0.2,0.04,-9.49,Person_1
3093650,0.2,0.04,-9.53,Person_1
3093662,0.2,0.0,-9.49,Person_1
3093674,0.2,0.0,-9.53,Person_1
3093686,0.2,0.04,-9.53,Person_1
3093698,0.16,0.04,-9.53,Person_1
3093710,0.31,0.47,-7.1,Person_1
3093722,0.24,-0.35,-10.4,Person_1
3093734,0.35,-0.27,-9.77,Person_1
3093746,0.16,0.24,-10.0,Person_1
3093758,0.12,0.12,-8.36,Person_1
3093770,0.27,-0.31,-11.14,Person_1
3093782,0.16,0.43,-8.36,Person_1
3093794,0.24,0.12,-8.9,Person_1
3093806,0.27,-0.04,-9.92,Person_1
3093818,0.12,-0.08,-9.3,Person_1
3093830,0.2,0.0,-9.49,Person_1
3093842,0.24,-0.04,-9.89,Person_1
3093854,0.16,0.0,-9.81,Person_1
3093866,0.24,0.04,-9.3,Person_1
3093878,0.2,0.0,-9.81,Person_1
3093890,0.16,0.16,-9.34,Person_1
3093902,0.24,0.0,-9.73,Person_1
3093914,0.2,0.04,-9.53,Person_1
3093926,0.2,0.0,-9.61,Person_1
3093938,0.24,0.0,-9.61,Person_1
3093950,0.2,0.0,-9.61,Person_1
3093962,0.12,0.0,-9.41,Person_1
3093974,0.24,0.0,-9.57,Person_1
3093986,0.2,0.0,-9.57,Person_1
3093998,0.2,0.04,-9.41,Person_1
3094010,0.16,0.04,-9.53,Person_1
3094022,0.2,0.0,-9.57,Person_1
3094034,0.2,0.04,-9.53,Person_1
3094046,0.16,0.0,-9.57,Person_1
3094058,0.24,0.0,-9.57,Person_1
3094070,0.2,0.0,-9.53,Person_1
3094082,0.2,0.04,-9.53,Person_1
3094094,0.2,0.04,-9.49,Person_1
3094106,0.16,0.04,-9.57,Person_1
3094118,0.24,0.04,-9.53,Person_1
3094130,0.2,0.04,-9.57,Person_1
3094142,0.2,0.04,-9.57,Person_1
3094154,0.2,0.0,-9.53,Person_1
3094166,0.12,0.0,-9.61,Person_1
3094178,0.16,0.0,-9.53,Person_1
3094190,0.2,0.0,-9.49,Person_1
3094202,0.16,0.0,-9.49,Person_1
3094214,0.2,0.0,-9.49,Person_1
3094226,0.24,0.04,-9.53,Person_1
3094238,0.2,0.0,-9.57,Person_1
3094250,0.2,0.0,-9.53,Person_1
3094262,0.2,0.04,-9.53,Person_1
3094274,0.2,0.04,-9.53,Person_1
3094286,0.2,0.04,-9.53,Person_1
3094298,0.12,0.04,-9.53,Person_1
3094310,0.2,0.0,-9.53,Person_1
3094322,0.2,0.04,-9.53,Person_1
3094334,0.16,0.04,-9.49,Person_1
3094346,0.2,0.04,-9.57,Person_1
3094358,0.2,0.0,-9.57,Person_1
3094370,0.2,0.0,-9.57,Person_1
3094382,0.2,0.0,-9.49,Person_1
3094394,0.16,0.0,-9.57,Person_1
3094406,0.2,0.0,-9.53,Person_1
3094418,0.2,0.0,-9.49,Person_1
3094430,0.24,0.04,-9.53,Person_1
3094442,0.2,0.0,-9.53,Person_1
3094454,0.24,0.0,-9.53,Person_1
3094466,0.16,0.04,-9.49,Person_1
3094478,0.16,0.04,-9.49,Person_1
3094490,0.16,0.0,-9.57,Person_1
3094502,0.2,0.0,-9.53,Person_1
3094514,0.2,0.0,-9.53,Person_1
3094526,0.24,0.04,-9.49,Person_1
3094538,0.16,0.0,-9.57,Person_1
3094550,0.2,0.0,-9.61,Person_1
3094562,0.2,0.0,-9.57,Person_1
3094574,0.16,0.0,-9.57,Person_1
3094586,0.2,0.04,-9.57,Person_1
3094598,0.2,0.04,-9.53,Person_1
3094610,0.2,0.04,-9.57,Person_1
3094622,0.2,0.04,-9.49,Person_1
3094634,0.2,0.04,-9.53,Person_1
3094646,0.08,-0.08,-9.26,Person_1
3094658,0.12,-0.12,-9.41,Person_1
3094670,0.12,0.0,-9.22,Person_1
3094682,0.12,0.0,-9.45,Person_1
3094694,0.2,0.08,-9.41,Person_1
3094706,0.24,0.04,-9.57,Person_1
3094718,0.24,0.0,-9.45,Person_1
3094730,0.2,0.0,-9.53,Person_1
3094742,0.2,-0.04,-9.49,Person_1
3094754,0.16,0.0,-9.57,Person_1
3094766,0.2,0.0,-9.49,Person_1
3094778,0.16,0.04,-9.49,Person_1
3094790,0.2,0.04,-9.53,Person_1
3094802,0.24,0.04,-9.49,Person_1
3094814,0.2,0.04,-9.57,Person_1
3094826,0.16,0.0,-9.57,Person_1
3094838,0.16,0.04,-9.45,Person_1
3094850,0.16,0.0,-9.53,Person_1
3094862,0.2,-0.04,-9.57,Person_1
3094874,0.16,0.0,-9.57,Person_1
3094886,0.16,0.0,-9.53,Person_1
3094898,0.16,0.04,-9.53,Person_1
3094910,0.16,0.0,-9.57,Person_1
3094922,0.16,0.04,-9.49,Person_1
3094934,0.2,0.04,-9.49,Person_1
3094946,0.16,0.04,-9.53,Person_1
3094958,0.2,0.04,-9.57,Person_1
3094970,0.2,0.0,-9.53,Person_1
3094982,0.16,0.0,-9.57,Person_1
3094994,0.16,0.0,-9.57,Person_1
3095006,0.2,0.04,-9.53,Person_1
3095018,0.16,0.0,-9.53,Person_1
3095030,0.24,0.0,-9.53,Person_1
3095042,0.2,0.0,-9.53,Person_1
3095054,0.2,0.04,-9.53,Person_1
3095066,0.2,0.0,-9.57,Person_1
3095078,0.16,0.0,-9.49,Person_1
3095090,0.16,0.0,-9.57,Person_1
3095102,0.16,0.0,-9.49,Person_1
3095114,0.2,0.04,-9.53,Person_1
3095126,0.16,0.0,-9.57,Person_1
3095138,0.24,0.0,-9.53,Person_1
3095150,0.2,0.0,-9.49,Person_1
3095162,0.16,0.0,-9.53,Person_1
3095174,0.16,0.0,-9.53,Person_1
3095186,0.2,0.0,-9.53,Person_1
3095198,0.2,0.0,-9.53,Person_1
3095210,0.2,0.0,-9.45,Person_1
3095222,0.2,0.0,-9.53,Person_1
3095234,0.2,0.04,-9.61,Person_1
3095246,0.2,0.04,-9.57,Person_1
3095258,0.16,0.0,-9.53,Person_1
3095270,0.2,0.04,-9.49,Person_1
3095282,0.2,0.04,-9.57,Person_1
3095294,0.2,0.04,-9.53,Person_1
3095306,0.16,0.04,-9.57,Person_1
3095318,0.16,0.04,-9.53,Person_1
3095330,0.2,0.04,-9.49,Person_1
3095342,0.2,0.04,-9.53,Person_1
3095354,0.2,0.0,-9.53,Person_1
3095366,0.2,0.0,-9.57,Person_1
3095378,0.2,0.04,-9.53,Person_1
3095390,0.27,0.0,-9.57,Person_1
3095402,0.2,0.0,-9.57,Person_1
3095414,0.2,0.0,-9.57,Person_1
3095426,0.16,0.0,-9.57,Person_1
3095438,0.2,0.0,-9.53,Person_1
3095450,0.12,0.04,-9.57,Person_1
3095462,0.16,0.04,-9.53,Person_1
3095474,0.2,0.0,-9.49,Person_1
3095486,0.16,0.04,-9.45,Person_1
3095498,0.2,0.04,-9.53,Person_1
3095510,0.2,0.04,-9.53,Person_1
3095522,0.24,0.0,-9.57,Person_1
3095534,0.24,0.0,-9.53,Person_1
3095546,0.16,0.0,-9.49,Person_1
3095558,0.2,0.0,-9.57,Person_1
3095570,0.2,0.0,-9.53,Person_1
3095582,0.16,0.0,-9.57,Person_1
3095594,0.2,0.04,-9.53,Person_1
3095606,0.2,0.0,-9.53,Person_1
3095618,0.24,0.0,-9.53,Person_1
3095630,0.31,0.24,-8.71,Person_1
3095642,0.43,0.59,-8.75,Person_1
3095654,-0.04,0.04,-8.12,Person_1
3095666,0.2,-0.24,-11.45,Person_1
3095678,0.31,0.63,-7.61,Person_1
3095690,0.2,-0.67,-11.77,Person_1
3095702,0.16,-0.35,-10.36,Person_1
3095714,0.2,0.0,-9.3,Person_1
3095726,0.2,0.08,-9.41,Person_1
3095738,0.16,-0.12,-9.81,Person_1
3095750,0.16,0.0,-9.02,Person_1
3095762,0.24,-0.04,-9.22,Person_1
3095774,0.16,0.08,-9.89,Person_1
3095786,0.2,0.08,-9.22,Person_1
3095798,0.2,-0.08,-9.77,Person_1
3095810,0.2,0.16,-9.45,Person_1
3095822,0.24,-0.04,-9.53,Person_1
3095834,0.2,0.0,-9.38,Person_1
3095846,0.12,0.0,-9.69,Person_1
3095858,0.2,0.0,-9.53,Person_1
3095870,0.2,0.0,-9.61,Person_1
3095882,0.2,0.04,-9.57,Person_1
3095894,0.2,0.04,-9.57,Person_1
3095906,0.2,0.04,-9.65,Person_1
3095918,0.16,0.04,-9.41,Person_1
3095930,0.2,0.04,-9.53,Person_1
3095942,0.2,0.04,-9.53,Person_1
3095954,0.2,-0.04,-9.53,Person_1
3095966,0.2,-0.04,-9.49,Person_1
3095978,0.16,0.0,-9.57,Person_1
3095990,0.16,0.0,-9.53,Person_1
3096002,0.2,0.0,-9.49,Person_1
3096014,0.2,0.04,-9.53,Person_1
3096026,0.16,0.0,-9.57,Person_1
3096038,0.16,0.04,-9.61,Person_1
3096050,0.2,0.0,-9.57,Person_1
3096062,0.2,0.04,-9.57,Person_1
3096074,0.2,0.0,-9.57,Person_1
3096086,0.12,0.04,-9.53,Person_1
3096098,0.2,0.0,-9.53,Person_1
3096110,0.2,0.0,-9.53,Person_1
3096122,0.16,0.0,-9.53,Person_1
3096134,0.2,0.0,-9.57,Person_1
3096146,0.16,0.04,-9.53,Person_1
3096158,0.16,0.04,-9.57,Person_1
3096170,0.2,0.0,-9.53,Person_1
3096182,0.2,0.04,-9.53,Person_1
3096194,0.16,0.04,-9.49,Person_1
3096206,0.16,0.0,-9.57,Person_1
3096218,0.16,0.0,-9.49,Person_1
3096230,0.2,0.0,-9.53,Person_1
3096242,0.16,0.0,-9.53,Person_1
3096254,0.16,0.04,-9.53,Person_1
3096266,0.2,0.0,-9.57,Person_1
3096278,0.24,0.0,-9.53,Person_1
3096290,0.2,0.04,-9.57,Person_1
3096302,0.2,0.04,-9.53,Person_1
3096314,0.2,0.04,-9.53,Person_1
3096326,0.16,0.04,-9.61,Person_1
3096338,0.2,0.04,-9.53,Person_1
3096350,0.2,0.0,-9.53,Person_1
3096362,0.2,0.0,-9.57,Person_1
3096374,0.24,0.0,-9.53,Person_1
3096386,0.2,0.0,-9.57,Person_1
3096398,0.12,0.0,-9.57,Person_1
3096410,0.2,0.04,-9.53,Person_1
3096422,0.24,0.0,-9.57,Person_1
3096434,0.2,0.04,-9.3,Person_1
3096446,0.24,0.04,-9.65,Person_1
3096458,0.2,0.0,-9.41,Person_1
3096470,0.2,0.0,-9.65,Person_1
3096482,0.16,0.04,-9.49,Person_1
3096494,0.2,0.0,-9.53,Person_1
3096506,0.16,0.04,-9.57,Person_1
3096518,0.24,0.0,-9.53,Person_1
3096530,0.16,0.0,-9.65,Person_1
3096542,0.16,0.0,-9.53,Person_1
3096554,0.16,0.0,-9.53,Person_1
3096566,0.2,0.0,-9.57,Person_1
3096578,0.2,0.04,-9.57,Person_1
3096590,0.16,0.04,-9.53,Person_1
3096602,0.16,0.0,-9.57,Person_1
3096614,0.2,0.04,-9.57,Person_1
3096626,0.24,0.04,-9.53,Person_1
3096638,0.24,0.0,-9.49,Person_1
3096650,0.16,0.04,-9.57,Person_1
3096662,0.2,0.0,-9.57,Person_1
3096674,0.16,0.04,-9.49,Person_1
3096686,0.2,0.0,-9.53,Person_1
3096698,0.2,0.0,-9.57,Person_1
3096710,0.2,0.04,-9.53,Person_1
3096722,0.16,0.04,-9.53,Person_1
3096734,0.2,0.0,-9.53,Person_1
3096746,0.2,0.04,-9.57,Person_1
3096758,0.2,0.0,-9.57,Person_1
3096770,0.16,0.0,-9.53,Person_1
3096782,0.16,0.0,-9.53,Person_1
3096794,0.16,0.0,-9.57,Person_1
3096806,0.2,0.0,-9.53,Person_1
3096818,0.16,0.0,-9.61,Person_1
3096830,0.12,0.04,-9.53,Person_1
3096842,0.16,0.04,-9.57,Person_1
3096854,0.2,0.0,-9.57,Person_1
3096866,0.2,0.0,-9.53,Person_1
3096878,0.2,0.0,-9.53,Person_1
3096890,0.2,0.0,-9.53,Person_1
3096902,0.2,0.04,-9.53,Person_1
3096914,0.2,0.04,-9.45,Person_1
3096926,0.2,0.0,-9.57,Person_1
3096938,0.2,0.0,-9.57,Person_1
3096950,0.16,0.0,-9.57,Person_1
3096962,0.24,0.04,-9.53,Person_1
3096974,0.2,0.04,-9.53,Person_1
3096986,0.24,0.0,-9.57,Person_1
3096998,0.16,0.0,-9.61,Person_1
3097010,0.2,0.0,-9.57,Person_1
3097022,0.2,0.04,-9.53,Person_1
3097034,0.16,0.0,-9.57,Person_1
3097046,0.16,0.0,-9.57,Person_1
3097058,0.2,0.04,-9.49,Person_1
3097070,0.2,0.04,-9.53,Person_1
3097082,0.2,0.04,-9.53,Person_1
3097094,0.16,0.04,-9.49,Person_1
3097106,0.16,0.0,-9.53,Person_1
3097118,0.2,0.0,-9.57,Person_1
3097130,0.2,0.04,-9.61,Person_1
3097142,0.2,0.0,-9.53,Person_1
3097154,0.2,0.0,-9.53,Person_1
3097166,0.2,0.04,-9.57,Person_1
3097178,0.16,0.0,-9.49,Person_1
3097190,0.2,0.0,-9.53,Person_1
3097202,0.24,0.47,-7.49,Person_1
3097214,0.71,0.47,-5.73,Person_1
3097226,0.55,0.94,-8.04,Person_1
3097238,0.2,-0.2,-10.79,Person_1
3097250,0.24,0.47,-7.77,Person_1
3097262,0.24,-0.51,-11.57,Person_1
3097274,0.12,0.47,-8.39,Person_1
3097286,0.2,-0.27,-10.2,Person_1
3097298,0.27,0.04,-9.49,Person_1
3097310,0.16,-0.12,-9.65,Person_1
3097322,0.16,0.0,-9.02,Person_1
3097334,0.2,-0.04,-10.0,Person_1
3097346,0.16,0.0,-9.3,Person_1
3097358,0.2,0.08,-9.26,Person_1
3097370,0.16,-0.04,-9.69,Person_1
3097382,0.16,0.12,-9.53,Person_1
3097394,0.24,0.04,-9.65,Person_1
3097406,0.16,0.0,-9.57,Person_1
3097418,0.16,-0.04,-9.57,Person_1
3097430,0.2,0.0,-9.61,Person_1
3097442,0.2,0.0,-9.61,Person_1
3097454,0.16,0.0,-9.45,Person_1
3097466,0.2,0.0,-9.57,Person_1
3097478,0.2,0.04,-9.57,Person_1
3097490,0.2,0.04,-9.49,Person_1
3097502,0.2,0.0,-9.53,Person_1
3097514,0.16,0.04,-9.57,Person_1
3097526,0.2,0.04,-9.57,Person_1
3097538,0.16,0.0,-9.49,Person_1
3097550,0.24,0.0,-9.57,Person_1
3097562,0.16,0.04,-9.53,Person_1
3097574,0.16,0.0,-9.53,Person_1
3097586,0.16,0.0,-9.53,Person_1
3097598,0.16,0.04,-9.45,Person_1
3097610,0.2,0.0,-9.53,Person_1
3097622,0.2,0.04,-9.49,Person_1
3097634,0.16,0.0,-9.57,Person_1
3097646,0.16,0.0,-9.53,Person_1
3097658,0.16,0.0,-9.57,Person_1
3097670,0.2,0.0,-9.57,Person_1
3097682,0.16,0.0,-9.57,Person_1
3097694,0.2,0.0,-9.53,Person_1
3097706,0.2,0.04,-9.57,Person_1
3097718,0.24,0.0,-9.53,Person_1
3097730,0.2,0.0,-9.53,Person_1
3097742,0.2,0.04,-9.53,Person_1
3097754,0.16,0.04,-9.53,Person_1
3097766,0.16,0.04,-9.57,Person_1
3097778,0.2,0.0,-9.53,Person_1
3097790,0.2,0.0,-9.57,Person_1
3097802,0.16,0.0,-9.53,Person_1
3097814,0.16,0.0,-9.53,Person_1
3097826,0.2,0.0,-9.53,Person_1
3097838,0.2,0.04,-9.53,Person_1
3097850,0.2,0.04,-9.53,Person_1
3097862,0.2,0.04,-9.53,Person_1
3097874,0.16,0.04,-9.53,Person_1
3097886,0.2,0.0,-9.49,Person_1
3097898,0.16,0.04,-9.53,Person_1
3097910,0.2,0.0,-9.53,Person_1
3097922,0.16,0.0,-9.49,Person_1
3097934,0.12,0.04,-9.1,Person_1
3097946,0.16,0.04,-9.53,Person_1
3097958,0.2,0.08,-9.14,Person_1
3097970,0.16,0.04,-9.34,Person_1
3097982,0.2,0.0,-9.57,Person_1
3097994,0.16,0.04,-9.49,Person_1
3098006,0.2,0.0,-9.53,Person_1
3098018,0.16,0.0,-9.49,Person_1
3098030,0.2,0.0,-9.57,Person_1
3098042,0.16,0.04,-9.49,Person_1
3098054,0.2,0.0,-9.61,Person_1
3098066,0.2,0.0,-9.53,Person_1
3098078,0.2,0.04,-9.53,Person_1
3098090,0.16,0.04,-9.57,Person_1
3098102,0.2,0.0,-9.53,Person_1
3098114,0.16,0.04,-9.57,Person_1
3098126,0.24,0.0,-9.57,Person_1
3098138,0.16,0.04,-9.53,Person_1
3098150,0.16,0.04,-9.53,Person_1
3098162,0.12,0.0,-9.53,Person_1
3098174,0.2,0.0,-9.49,Person_1
3098186,0.24,0.0,-9.53,Person_1
3098198,0.2,0.0,-9.53,Person_1
3098210,0.2,0.04,-9.57,Person_1
3098222,0.16,0.0,-9.53,Person_1
3098234,0.16,0.0,-9.53,Person_1
3098246,0.2,0.04,-9.45,Person_1
3098258,0.2,0.04,-9.49,Person_1
3098270,0.2,0.0,-9.57,Person_1
3098282,0.16,0.0,-9.57,Person_1
3098294,0.16,0.0,-9.57,Person_1
3098306,0.2,0.04,-9.57,Person_1
3098318,0.16,0.04,-9.53,Person_1
3098330,0.2,0.04,-9.49,Person_1
3098342,0.2,0.0,-9.57,Person_1
3098354,0.12,0.0,-9.57,Person_1
3098366,0.2,0.0,-9.57,Person_1
3098378,0.24,0.0,-9.53,Person_1
3098390,0.2,0.0,-9.49,Person_1
3098402,0.16,0.0,-9.57,Person_1
3098414,0.16,0.0,-9.49,Person_1
3098426,0.16,0.04,-9.53,Person_1
3098438,0.24,0.0,-9.53,Person_1
3098450,0.16,0.0,-9.53,Person_1
3098462,0.2,0.04,-9.57,Person_1
3098474,0.2,0.0,-9.57,Person_1
3098486,0.2,0.0,-9.53,Person_1
3098498,0.24,0.0,-9.57,Person_1
3098510,0.16,0.04,-9.53,Person_1
3098522,0.24,0.04,-9.49,Person_1
3098534,0.2,0.0,-9.57,Person_1
3098546,0.16,0.04,-9.61,Person_1
3098558,0.2,0.04,-9.53,Person_1
3098570,0.16,0.0,-9.53,Person_1
3098582,0.2,0.0,-9.45,Person_1
3098594,0.2,0.04,-9.57,Person_1
3098606,0.2,0.04,-9.57,Person_1
3098618,0.16,0.0,-9.53,Person_1
3098630,0.16,0.0,-9.57,Person_1
3098642,0.16,0.04,-9.49,Person_1
3098654,0.2,0.04,-9.53,Person_1
3098666,0.2,0.0,-9.53,Person_1
3098678,0.16,0.0,-9.57,Person_1
3098690,0.2,0.0,-9.57,Person_1
3098702,0.2,0.04,-9.57,Person_1
3098714,0.2,0.0,-9.53,Person_1
3098726,0.16,0.0,-9.53,Person_1
3098738,0.2,0.0,-9.53,Person_1
3098750,0.2,0.0,-9.49,Person_1
3098762,0.2,0.0,-9.57,Person_1
3098774,0.2,0.04,-9.57,Person_1
3098786,0.2,-0.2,-11.1,Person_1
3098798,0.63,0.08,-11.14,Person_1
3098810,0.59,0.47,-8.87,Person_1
3098822,0.31,-0.08,-10.79,Person_1
3098834,0.27,-0.08,-9.65,Person_1
3098846,0.31,0.12,-10.0,Person_1
3098858,0.2,0.08,-9.06,Person_1
3098870,0.2,-0.16,-9.85,Person_1
3098882,0.24,0.16,-9.26,Person_1
3098894,0.27,0.04,-9.22,Person_1
3098906,0.27,-0.04,-9.81,Person_1
3098918,0.2,-0.04,-9.69,Person_1
3098930,0.16,0.0,-9.53,Person_1
3098942,0.24,0.08,-9.45,Person_1
3098954,0.16,0.08,-9.61,Person_1
3098966,0.2,0.04,-9.53,Person_1
3098978,0.16,0.0,-9.61,Person_1
3098990,0.16,0.04,-9.41,Person_1
3099002,0.16,0.0,-9.53,Person_1
3099014,0.2,0.0,-9.57,Person_1
3099026,0.16,0.0,-9.49,Person_1
3099038,0.2,0.0,-9.53,Person_1
3099050,0.16,0.0,-9.57,Person_1
3099062,0.16,0.0,-9.61,Person_1
3099074,0.16,0.04,-9.49,Person_1
3099086,0.16,0.04,-9.61,Person_1
3099098,0.2,0.0,-9.53,Person_1
3099110,0.2,0.0,-9.53,Person_1
3099122,0.2,0.0,-9.57,Person_1
3099134,0.24,0.04,-9.53,Person_1
3099146,0.2,0.0,-9.61,Person_1
3099158,0.2,0.0,-9.53,Person_1
3099170,0.2,0.0,-9.53,Person_1
3099182,0.16,0.0,-9.53,Person_1
3099194,0.2,0.04,-9.53,Person_1
3099206,0.16,0.0,-9.53,Person_1
3099218,0.2,0.04,-9.57,Person_1
3099230,0.16,0.04,-9.53,Person_1
3099242,0.16,0.0,-9.61,Person_1
3099254,0.2,0.0,-9.53,Person_1
3099266,0.2,0.0,-9.57,Person_1
3099278,0.2,0.0,-9.53,Person_1
3099290,0.24,0.0,-9.53,Person_1
3099302,0.16,0.04,-9.57,Person_1
3099314,0.2,0.0,-9.57,Person_1
3099326,0.16,0.04,-9.53,Person_1
3099338,0.16,0.04,-9.53,Person_1
3099350,0.2,0.0,-9.57,Person_1
3099362,0.16,0.0,-9.53,Person_1
3099374,0.2,0.04,-9.45,Person_1
3099386,0.2,0.0,-9.57,Person_1
3099398,0.2,0.04,-9.57,Person_1
3099410,0.2,0.0,-9.53,Person_1
3099422,0.2,0.04,-9.53,Person_1
3099434,0.16,0.04,-9.57,Person_1
3099446,0.2,0.0,-9.57,Person_1
3099458,0.12,0.08,-8.39,Person_1
3099470,0.16,-0.12,-9.77,Person_1
3099482,0.08,0.08,-8.79,Person_1
3099494,0.12,-0.08,-9.57,Person_1
3099506,0.12,-0.04,-9.69,Person_1
3099518,0.16,0.04,-9.45,Person_1
3099530,0.16,0.0,-9.57,Person_1
3099542,0.2,0.0,-9.45,Person_1
3099554,0.2,0.04,-9.61,Person_1
3099566,0.2,0.0,-9.41,Person_1
3099578,0.2,0.0,-9.57,Person_1
3099590,0.2,0.0,-9.53,Person_1
3099602,0.2,0.0,-9.61,Person_1
3099614,0.2,0.04,-9.45,Person_1
3099626,0.16,-0.04,-9.53,Person_1
3099638,0.2,0.0,-9.57,Person_1
3099650,0.16,0.04,-9.53,Person_1
3099662,0.16,0.04,-9.49,Person_1
3099674,0.2,0.0,-9.53,Person_1
3099686,0.2,0.04,-9.57,Person_1
3099698,0.16,0.0,-9.53,Person_1
3099710,0.2,0.04,-9.53,Person_1
3099722,0.16,0.0,-9.57,Person_1
3099734,0.16,0.0,-9.53,Person_1
3099746,0.2,0.04,-9.53,Person_1
3099758,0.2,0.0,-9.53,Person_1
3099770,0.2,0.0,-9.53,Person_1
3099782,0.2,0.0,-9.57,Person_1
3099794,0.2,0.04,-9.57,Person_1
3099806,0.16,0.0,-9.53,Person_1
3099818,0.2,0.0,-9.57,Person_1
3099830,0.16,0.04,-9.53,Person_1
3099842,0.2,0.04,-9.53,Person_1
3099854,0.2,0.0,-9.49,Person_1
3099866,0.2,0.04,-9.53,Person_1
3099878,0.2,0.0,-9.53,Person_1
3099890,0.2,0.0,-9.53,Person_1
3099902,0.24,0.04,-9.57,Person_1
3099914,0.2,0.0,-9.49,Person_1
3099926,0.24,0.04,-9.53,Person_1
3099938,0.2,0.0,-9.53,Person_1
3099950,0.24,0.0,-9.49,Person_1
3099962,0.2,0.0,-9.49,Person_1
3099974,0.2,0.0,-9.57,Person_1
3099986,0.16,0.04,-9.53,Person_1
3099998,0.2,0.0,-9.53,Person_1
3100010,0.16,0.0,-9.53,Person_1
3100022,0.2,0.04,-9.57,Person_1
3100034,0.16,0.0,-9.53,Person_1
3100046,0.2,0.04,-9.53,Person_1
3100058,0.16,0.0,-9.53,Person_1
3100070,0.16,0.0,-9.53,Person_1
3100082,0.2,0.0,-9.49,Person_1
3100094,0.2,0.0,-9.53,Person_1
3100106,0.16,0.0,-9.53,Person_1
3100118,0.16,0.04,-9.49,Person_1
3100130,0.16,0.04,-9.57,Person_1
3100142,0.24,0.0,-9.53,Person_1
3100154,0.16,0.04,-9.53,Person_1
3100166,0.2,0.04,-9.61,Person_1
3100178,0.2,0.04,-9.53,Person_1
3100190,0.2,0.0,-9.53,Person_1
3100202,0.16,0.04,-9.49,Person_1
3100214,0.08,0.24,-8.75,Person_1
3100226,0.39,-0.31,-9.53,Person_1
3100238,0.43,0.86,-7.73,Person_1
3100250,0.35,-0.12,-10.87,Person_1
3100262,0.27,0.43,-7.88,Person_1
3100274,0.2,-0.67,-11.77,Person_1
3100286,0.24,0.59,-8.16,Person_1
3100298,0.2,-0.24,-10.28,Person_1
3100310,0.31,0.12,-9.57,Person_1
3100322,0.12,-0.04,-9.61,Person_1
3100334,0.16,0.0,-9.1,Person_1
3100346,0.24,0.0,-10.04,Person_1
3100358,0.16,0.0,-9.34,Person_1
3100370,0.24,0.08,-9.22,Person_1
3100382,0.2,-0.04,-9.61,Person_1
3100394,0.12,0.16,-9.57,Person_1
3100406,0.27,0.0,-9.61,Person_1
3100418,0.24,-0.04,-9.53,Person_1
3100430,0.16,-0.04,-9.65,Person_1
3100442,0.24,0.0,-9.57,Person_1
3100454,0.16,0.0,-9.65,Person_1
3100466,0.2,-0.08,-9.45,Person_1
3100478,0.2,0.0,-9.53,Person_1
3100490,0.2,0.04,-9.61,Person_1
3100502,0.2,0.04,-9.49,Person_1
3100514,0.2,0.04,-9.61,Person_1
3100526,0.2,0.0,-9.57,Person_1
3100538,0.16,0.0,-9.53,Person_1
3100550,0.2,0.0,-9.49,Person_1
3100562,0.2,0.0,-9.57,Person_1
3100574,0.16,0.0,-9.53,Person_1
3100586,0.2,0.0,-9.57,Person_1
3100598,0.24,0.0,-9.45,Person_1
3100610,0.2,0.04,-9.45,Person_1
3100622,0.2,0.04,-9.57,Person_1
3100634,0.2,0.04,-9.57,Person_1
3100646,0.2,0.0,-9.57,Person_1
3100658,0.16,0.0,-9.45,Person_1
3100670,0.2,0.0,-9.61,Person_1
3100682,0.2,0.0,-9.57,Person_1
3100694,0.2,0.0,-9.53,Person_1
3100706,0.2,0.0,-9.57,Person_1
3100718,0.2,0.0,-9.49,Person_1
3100730,0.2,0.04,-9.53,Person_1
3100742,0.16,0.04,-9.57,Person_1
3100754,0.2,0.0,-9.57,Person_1
3100766,0.2,0.0,-9.57,Person_1
3100778,0.2,0.04,-9.53,Person_1
3100790,0.2,0.04,-9.53,Person_1
3100802,0.16,0.0,-9.53,Person_1
3100814,0.2,0.0,-9.53,Person_1
3100826,0.2,0.04,-9.53,Person_1
3100838,0.2,0.0,-9.49,Person_1
3100850,0.2,0.04,-9.49,Person_1
3100862,0.2,0.04,-9.57,Person_1
3100874,0.16,0.04,-9.53,Person_1
3100886,0.2,0.04,-9.53,Person_1
3100898,0.16,0.04,-9.61,Person_1
3100910,0.16,0.04,-9.53,Person_1
3100922,0.2,0.04,-9.57,Person_1
3100934,0.12,0.04,-8.55,Person_1
3100946,0.16,-0.04,-9.81,Person_1
3100958,0.12,0.12,-8.47,Person_1
3100970,0.12,-0.16,-9.85,Person_1
3100982,0.2,-0.08,-9.73,Person_1
3100994,0.2,0.04,-9.57,Person_1
3101006,0.24,0.0,-9.45,Person_1
3101018,0.2,0.0,-9.65,Person_1
