Timestamp(ms),Target Number,Distance(m),Speed(m/s),Energy
756850,1,1.17,-3.69,90
757050,1,0.63,-3.66,50
757250,1,0.51,-3.53,40
757450,1,0.37,-3.43,40
757650,1,1.1,0.11,55
757850,1,1.84,-3.84,40
758050,1,1.47,-3.8,40
758250,1,0.85,-3.79,53
758450,1,1.36,0.05,75
758650,1,1.86,-3.83,89
758850,1,1.2,-1.82,40
759050,1,1.01,-1.08,42
759250,1,0.93,-1.27,42
759450,1,0.83,-0.83,43
759650,1,0.75,-0.56,46
759850,1,0.69,-0.44,43
760050,1,0.65,-0.36,43
760250,1,0.62,-0.3,80
760450,1,0.58,-0.28,94
760650,1,0.6,0.02,53
760850,1,0.61,0.05,81
761050,1,0.63,-0.22,84
761250,1,0.57,-0.1,65
761450,1,0.56,-0.06,45
761650,1,0.55,-0.04,74
761850,1,0.55,-0.03,56
762050,1,0.48,-0.76,40
762250,1,0.58,0.05,83
762450,1,0.68,0.01,84
762650,1,0.71,0.01,43
762850,1,0.81,-1.46,40
763050,1,0.64,-2.23,41
763250,1,0.5,-2.62,40
763450,1,0.23,-2.87,40
763650,1,2.23,-3.84,40
330450,1,0.65,0.01,51
330650,1,0.72,0.03,63
330850,1,0.74,0.03,51
331050,1,0.75,0.02,40
331250,1,0.69,0.0,55
331450,1,0.67,-0.01,46
331650,1,0.69,0.0,44
331850,1,0.71,0.01,41
332050,1,1.48,-3.73,100
332250,1,1.14,-3.82,82
332450,1,0.75,-3.99,89
332650,1,0.4,-3.82,69
332850,1,0.85,0.03,69
333050,1,1.31,-3.77,68
333250,1,0.86,-3.49,92
333450,1,0.61,-3.65,63
333650,1,0.31,-3.66,48
333850,1,1.51,-3.66,79
334050,1,1.0,-2.73,54
334250,1,0.73,-1.42,60
334450,1,0.66,-0.9,40
334650,1,0.54,-1.24,48
334850,1,0.3,-1.98,63
335050,1,0.25,-1.27,40
335250,1,0.79,0.03,67
335450,1,1.31,-3.92,51
335650,1,0.91,-3.57,42
335850,1,0.58,-3.95,56
336050,1,0.35,-2.35,45
336250,1,0.26,-1.48,44
336450,1,0.24,-0.98,44
336650,1,0.18,-0.7,42
336850,1,0.61,-0.07,47
337050,1,0.58,-0.05,41
337250,1,1.3,-3.76,54
337450,1,0.73,-3.9,43
337650,1,1.27,-4.09,50
337850,1,0.92,-3.63,94
338050,1,0.44,-3.35,94
338250,1,0.89,0.07,86
338450,1,1.29,-4.0,66
338650,1,0.88,-2.88,43
338850,1,0.64,-2.26,100
339050,1,0.49,-1.64,40
339250,1,0.44,-1.06,45
339450,1,0.36,-0.76,43
339650,1,1.3,-3.47,42
339850,1,0.74,-3.49,69
340050,1,0.6,0.01,80
340250,1,0.63,0.09,90
340450,1,0.66,0.03,89
340650,1,0.69,0.05,73
340850,1,0.7,0.07,93
341050,1,0.72,0.05,74
341250,1,0.74,0.0,57
341450,1,0.76,0.0,57
341650,1,0.78,-1.11,66
341850,1,0.65,-1.2,52
342050,1,0.51,-0.97,48
342250,1,0.47,-0.72,56
342450,1,0.38,-1.16,40
342650,1,0.4,-0.77,52
342850,1,0.44,-0.4,42
343050,1,0.41,-0.32,40
343250,1,0.53,0.1,74
343450,1,0.65,0.03,53
343650,1,0.78,-0.15,44
343850,1,0.89,-1.44,62
344050,1,0.69,-2.15,76
344250,1,0.44,-2.22,62
344450,1,0.1,-2.43,41
344650,1,0.71,0.09,56
344850,1,1.28,-3.65,76
345050,1,0.73,-3.95,40
345250,1,0.53,-3.95,45
345450,1,0.37,-2.04,45
345650,1,0.32,-1.3,50
345850,1,0.3,-0.96,46
346050,1,0.33,-0.55,47
346250,1,0.82,-0.16,40
346450,1,1.47,-3.99,100
346650,1,0.78,0.0,40
346850,1,1.49,-3.58,52
347050,1,0.74,0.0,45
347250,1,0.75,0.0,44
347450,1,0.75,-2.01,42
347650,1,0.48,-2.54,42
347850,1,0.46,-1.46,44
348050,1,0.34,-1.08,53
348250,1,0.37,-0.69,63
348450,1,0.29,-0.51,73
348650,1,0.33,0.12,52
348850,1,0.38,0.11,60
349050,1,0.43,0.04,87
349250,1,0.47,0.06,65
349450,1,0.5,0.07,87
349650,1,0.54,0.0,46
349850,1,0.56,0.0,63
350050,1,0.57,0.0,46
350250,1,0.56,-0.61,40
350450,1,0.44,-0.92,46
350650,1,0.23,-1.61,60
350850,1,0.78,0.08,76
351050,1,1.33,-3.88,68
351250,1,0.96,-3.89,85
351450,1,0.56,-3.76,91
351650,1,0.27,-3.28,92
351850,1,0.61,-0.14,46
352050,1,0.87,-1.92,51
352250,1,0.79,-2.88,70
352450,1,0.52,-2.58,44
352650,1,0.29,-3.0,86
352850,1,1.52,-4.12,100
353050,1,1.1,-3.97,77
353250,1,0.74,-4.12,80
353450,1,0.48,-3.54,40
353650,1,1.01,0.09,58
353850,1,1.55,-3.87,68
354050,1,1.12,-3.6,80
354250,1,0.86,-3.87,61
354450,1,0.48,-3.72,54
354650,1,0.98,0.07,72
354850,1,1.48,-4.06,72
355050,1,1.14,-4.14,89
355250,1,0.76,-3.84,60
355450,1,1.05,0.1,95
355650,1,1.33,-3.72,48
355850,1,0.95,-3.7,100
356050,1,0.67,-3.4,81
356250,1,0.3,-3.4,44
356450,1,1.49,-3.7,42
356650,1,1.13,-4.08,77
356850,1,0.77,-3.5,59
357050,1,0.39,-3.77,79
357250,1,0.87,0.02,63
357450,1,1.34,-3.91,56
357650,1,0.75,-1.79,94
357850,1,0.74,0.09,92
358050,1,0.74,0.07,71
358250,1,0.76,0.07,100
358450,1,0.76,0.11,61
358650,1,0.76,0.03,67
358850,1,0.77,0.05,87
359050,1,0.75,0.17,52
359250,1,0.78,0.11,47
359450,1,0.9,0.04,58
359650,1,1.05,-2.17,45
359850,1,0.91,-2.9,100
360050,1,0.61,-3.01,64
360250,1,0.11,-3.36,69
360450,1,1.48,-3.7,85
360650,1,1.12,-4.08,48
360850,1,0.54,-3.79,91
361050,1,0.34,-3.91,62
361250,1,1.5,-3.61,75
361450,1,0.9,-1.16,41
361650,1,0.76,-0.66,45
361850,1,0.99,0.04,59
362050,1,1.22,0.07,76
362250,1,1.49,-4.06,47
362450,1,1.12,-3.48,66
362650,1,0.86,-3.9,40
362850,1,0.46,-3.73,45
363050,1,0.88,0.05,84
363250,1,1.3,-4.06,70
363450,1,0.92,-3.85,75
363650,1,0.37,-3.91,49
363850,1,1.48,-3.79,72
364050,1,0.92,-4.03,50
364250,1,0.73,-3.76,62
364450,1,0.92,0.1,64
364650,1,1.1,-3.87,69
364850,1,0.98,-3.46,40
365050,1,0.69,-3.53,94
365250,1,0.14,-3.8,48
365450,1,0.74,-0.13,47
365650,1,0.73,-0.17,53
365850,1,0.7,0.06,100
366050,1,0.66,0.04,79
366250,1,0.63,0.06,76
366450,1,0.57,0.05,80
366650,1,0.54,0.05,50
366850,1,0.49,0.0,97
367050,1,0.69,0.07,96
367250,1,0.9,0.03,100
367450,1,1.13,-4.18,48
367650,1,1.14,0.05,68
367850,1,1.12,-3.48,47
368050,1,0.98,-4.0,43
368250,1,0.67,-3.95,62
368450,1,0.35,-3.58,78
368650,1,1.49,-3.81,79
368850,1,1.26,-3.97,90
369050,1,0.86,-3.76,52
369250,1,0.27,-3.49,78
369450,1,1.48,-3.74,54
369650,1,0.91,-4.01,44
369850,1,0.76,-4.11,43
370050,1,0.46,-3.34,48
370250,1,0.87,0.08,83
370450,1,1.32,-3.96,75
370650,1,0.95,-3.92,77
370850,1,0.58,-3.97,100
371050,1,0.22,-3.88,57
371250,1,1.46,-4.08,71
371450,1,1.11,-3.85,55
371650,1,0.76,-4.04,40
371850,1,0.91,0.03,98
372050,1,1.12,0.11,81
372250,1,1.3,-4.13,54
372450,1,0.93,-3.56,46
372650,1,0.56,-3.95,44
372850,1,0.3,-3.8,81
373050,1,1.48,-3.86,80
373250,1,1.12,-3.53,40
373450,1,0.77,-4.01,52
373650,1,0.39,-3.34,72
373850,1,0.95,0.12,77
374050,1,1.48,-3.6,53
374250,1,1.25,-4.08,66
374450,1,0.94,-3.71,78
374650,1,0.53,-3.96,58
374850,1,1.05,0.04,100
375050,1,1.59,-3.88,66
375250,1,1.05,-3.88,71
375450,1,0.48,-3.64,67
375650,1,0.88,0.07,100
375850,1,1.31,-3.85,62
376050,1,0.92,-4.09,80
376250,1,0.45,-4.1,89
376450,1,0.87,0.09,75
376650,1,1.28,-4.11,51
376850,1,0.94,-3.87,51
377050,1,0.57,-3.76,61
377250,1,0.93,0.09,87
377450,1,1.33,-4.18,40
377650,1,0.92,-3.99,57
377850,1,0.57,-2.25,44
378050,1,0.61,0.06,83
378250,1,0.64,0.06,85
378450,1,0.69,0.12,86
378650,1,0.73,0.04,75
378850,1,0.75,0.01,82
379050,1,0.8,0.24,53
379250,1,0.78,0.23,55
379450,1,0.78,0.14,43
379650,1,0.71,-0.77,43
379850,1,0.66,-0.59,40
380050,1,0.57,-1.16,44
380250,1,0.31,-2.07,40
380450,1,0.7,0.03,78
380650,1,1.07,0.03,80
380850,1,1.46,-4.17,42
381050,1,1.11,-3.97,43
381250,1,1.31,0.11,57
381450,1,1.46,-4.05,42
381650,1,1.1,-3.85,40
381850,1,0.83,-3.57,76
382050,1,0.51,-3.41,78
382250,1,0.91,0.1,83
382450,1,1.32,-3.66,51
382650,1,0.73,-3.65,40
382850,1,0.27,-3.77,43
383050,1,0.78,-0.14,43
383250,1,0.76,-0.05,45
383450,1,0.71,-0.03,62
383650,1,0.71,-0.06,54
383850,1,0.7,0.06,80
384050,1,0.69,0.01,90
384250,1,0.66,0.04,63
384450,1,0.65,0.1,85
384650,1,0.63,0.08,87
384850,1,0.62,0.03,69
385050,1,0.6,0.03,63
385250,1,0.6,-0.16,63
385450,1,0.65,-1.84,70
385650,1,0.65,-2.78,78
385850,1,0.48,-2.3,41
386050,1,0.26,-2.51,97
386250,1,1.48,-4.14,57
386450,1,1.11,-3.94,74
386650,1,0.74,-3.51,53
386850,1,0.41,-3.73,84
387050,1,0.86,0.04,100
387250,1,1.35,-3.57,50
387450,1,0.91,-2.93,40
387650,1,0.46,-3.14,85
387850,1,0.24,-3.54,82
388050,1,1.51,-3.47,52
388250,1,1.11,-4.0,48
388450,1,0.74,-3.93,60
388650,1,0.93,0.07,90
388850,1,1.13,-4.16,43
389050,1,1.0,-3.64,70
389250,1,0.7,-3.48,40
389450,1,0.35,-3.97,58
389650,1,1.53,-3.93,57
389850,1,1.14,-3.79,42
390050,1,0.76,-3.03,74
390250,1,0.46,-3.14,68
390450,1,0.91,0.03,48
390650,1,1.36,-4.03,41
390850,1,0.92,-4.11,40
391050,1,0.58,-3.73,40
391250,1,0.31,-3.6,54
391450,1,1.5,-3.79,47
391650,1,1.12,-4.12,61
391850,1,0.67,-3.9,65
392050,1,0.41,-3.72,45
392250,1,0.77,0.12,89
392450,1,1.09,-3.66,75
392650,1,0.99,-3.65,92
392850,1,0.46,-4.04,41
393050,1,0.29,-3.81,40
393250,1,1.49,-3.8,54
393450,1,1.14,-3.55,65
393650,1,1.29,0.06,95
393850,1,1.51,-3.73,48
394050,1,1.13,-3.73,79
394250,1,0.84,-3.64,47
394450,1,0.51,-3.81,41
394650,1,0.91,0.11,61
394850,1,1.35,-4.03,44
395050,1,0.94,-4.03,67
395250,1,0.68,-3.58,43
395450,1,0.39,-2.38,46
395650,1,0.23,-2.29,52
395850,1,0.02,-1.61,44
396050,1,0.14,0.02,66
396250,1,0.27,0.02,64
396450,1,0.39,0.06,90
396650,1,0.5,0.05,73
396850,1,0.64,0.07,77
397050,1,0.75,0.14,51
397250,1,0.77,0.09,44
397450,1,0.77,0.06,49
397650,1,0.77,0.04,57
397850,1,0.79,0.04,42
398050,1,0.7,-0.54,41
398250,1,0.63,-0.4,40
398450,1,1.56,-3.55,77
398650,1,1.04,-3.55,49
398850,1,0.65,-3.6,63
399050,1,0.28,-3.48,47
399250,1,0.91,0.04,76
399450,1,1.57,-3.47,81
399650,1,1.06,-3.96,82
399850,1,0.56,-3.7,56
400050,1,0.92,0.04,81
400250,1,1.31,-3.56,42
400450,1,0.85,-3.54,47
400650,1,0.47,-3.44,60
400850,1,0.03,-3.52,54
401050,1,0.42,0.02,90
401250,1,0.81,0.0,49
401450,1,0.91,-1.4,56
401650,1,0.86,0.02,82
401850,1,0.78,0.08,66
402050,1,0.75,-0.2,61
402250,1,0.73,0.1,83
402450,1,0.7,0.03,93
402650,1,0.65,0.05,51
402850,1,0.64,0.01,71
403050,1,0.62,0.03,75
403250,1,0.59,0.02,49
403450,1,0.74,0.02,53
403650,1,0.87,0.07,77
403850,1,1.03,0.08,74
404050,1,1.16,0.09,88
404250,1,1.3,-3.8,90
404450,1,0.76,-1.94,41
404650,1,0.71,-1.95,93
404850,1,0.45,-2.5,58
405050,1,0.17,-2.92,51
405250,1,0.87,0.07,94
405450,1,1.57,-4.15,81
405650,1,1.17,-4.13,46
405850,1,1.0,-3.36,41
406050,1,0.65,-3.45,79
406250,1,0.26,-3.37,55
406450,1,1.5,-3.86,67
406650,1,1.13,-3.43,65
406850,1,0.74,-3.74,40
407050,1,0.39,-3.78,44
407250,1,0.97,0.03,86
407450,1,1.54,-3.81,52
407650,1,1.17,-3.49,75
407850,1,0.64,-4.09,52
408050,1,0.34,-3.44,66
408250,1,2.07,-3.51,97
408450,1,1.48,-3.81,44
408650,1,1.05,-3.64,42
408850,1,0.86,-3.56,100
409050,1,0.46,-3.41,69
409250,1,0.96,0.05,69
409450,1,1.47,-3.56,76
409650,1,1.11,-3.95,54
409850,1,0.66,-3.41,51
410050,1,0.28,-3.85,82
410250,1,1.49,-3.73,71
410450,1,1.48,-3.6,83
410650,1,0.95,-3.47,82
410850,1,0.54,-3.8,40
411050,1,1.03,0.08,94
411250,1,1.5,-4.12,45
411450,1,1.13,-3.72,50
411650,1,0.74,-3.44,46
411850,1,0.38,-3.81,72
412050,1,0.85,0.06,59
412250,1,1.29,-4.05,53
412450,1,0.92,-4.04,57
412650,1,0.67,-3.55,90
412850,1,0.42,-3.86,40
413050,1,0.88,0.04,55
413250,1,1.35,-3.9,59
413450,1,0.87,-3.59,57
413650,1,0.61,-3.87,40
413850,1,0.31,-3.31,55
414050,1,1.51,-4.2,78
414250,1,0.81,-1.3,70
414450,1,0.63,-0.76,75
414650,1,0.55,-0.4,57
414850,1,0.52,-0.3,74
415050,1,0.49,-0.19,55
415250,1,0.48,-0.15,86
415450,1,0.52,0.09,78
415650,1,0.58,0.04,74
415850,1,0.62,0.11,61
416050,1,0.66,0.09,73
416250,1,0.71,0.07,67
416450,1,0.75,0.15,81
416650,1,0.76,0.1,47
416850,1,0.79,0.08,59
417050,1,0.8,0.0,41
417250,1,0.89,-1.35,41
417450,1,0.77,-1.65,60
417650,1,0.51,-2.16,42
417850,1,0.31,-2.82,52
418050,1,0.79,0.07,61
418250,1,1.27,-4.04,40
418450,1,0.94,-3.91,47
418650,1,0.55,-3.41,50
418850,1,0.83,0.04,60
419050,1,1.12,-4.17,69
419250,1,1.01,-3.8,40
419450,1,0.46,-3.78,41
419650,1,0.37,-3.67,44
419850,1,0.5,0.05,56
420050,1,0.63,0.05,91
420250,1,0.75,0.0,51
420450,1,0.76,-0.04,73
420650,1,0.96,-0.06,42
420850,1,0.89,-0.1,52
421050,1,0.89,0.02,83
421250,1,0.92,0.1,73
421450,1,0.9,0.03,66
421650,1,0.9,0.09,66
421850,1,0.9,0.09,69
422050,1,0.89,0.09,86
422250,1,0.89,-1.84,60
422450,1,0.83,-2.48,40
422650,1,0.6,-2.18,42
422850,1,0.4,-2.94,53
423050,1,0.85,0.05,59
423250,1,1.32,-4.06,41
423450,1,0.93,-3.64,57
423650,1,0.88,-2.39,76
423850,1,0.56,-2.57,80
424050,1,0.22,-3.08,43
424250,1,1.48,-4.11,48
424450,1,1.12,-4.12,82
424650,1,0.56,-3.98,64
424850,1,0.43,-3.85,40
425050,1,0.48,0.06,74
425250,1,0.56,0.03,78
425450,1,0.62,0.02,40
425650,1,0.58,-0.94,100
425850,1,0.59,-0.52,45
426050,1,0.59,-0.33,46
426250,1,0.49,-0.75,41
426450,1,1.49,-3.68,71
426650,1,1.12,-3.56,58
426850,1,0.76,-3.86,65
427050,1,0.41,-4.06,59
427250,1,0.94,0.04,64
427450,1,1.48,-3.88,73
427650,1,1.12,-3.95,63
427850,1,0.75,-3.92,62
428050,1,0.4,-3.86,42
428250,1,0.83,0.11,59
428450,1,1.32,-4.11,80
428650,1,1.07,-4.08,93
428850,1,0.65,-3.48,66
429050,1,0.28,-4.02,52
429250,1,0.61,0.05,72
429450,1,0.93,-2.12,48
429650,1,0.63,-0.85,41
429850,1,0.54,-2.19,90
430050,1,0.44,-1.38,44
430250,1,0.53,0.08,88
430450,1,0.6,0.05,57
430650,1,0.67,0.1,83
430850,1,0.73,0.01,45
431050,1,1.01,-2.79,40
431250,1,0.75,-2.4,47
431450,1,0.56,-2.51,41
431650,1,0.31,-1.92,61
431850,1,0.17,-1.27,51
432050,1,0.29,0.08,91
432250,1,0.41,0.08,67
432450,1,0.51,0.03,64
432650,1,0.63,0.01,59
432850,1,0.75,0.22,69
433050,1,0.77,0.07,73
433250,1,0.76,0.07,46
433450,1,0.78,0.01,43
433650,1,0.79,0.01,48
433850,1,0.78,-0.79,57
434050,1,0.57,-1.99,42
434250,1,0.32,-2.34,48
434450,1,0.82,0.03,67
434650,1,1.32,-3.61,62
434850,1,0.94,-3.65,47
435050,1,0.37,-3.73,47
435250,1,1.53,-3.96,41
435450,1,1.47,0.05,53
435650,1,1.5,-3.76,62
435850,1,1.11,-4.1,62
436050,1,0.63,-3.69,41
436250,1,0.84,0.05,59
436450,1,1.05,-2.03,41
436650,1,0.89,-2.7,42
436850,1,0.57,-2.03,44
437050,1,0.63,0.08,55
437250,1,0.68,0.08,65
437450,1,0.74,-0.15,82
437650,1,0.71,0.04,85
437850,1,0.68,0.08,61
438050,1,0.64,0.07,90
438250,1,0.62,0.06,89
438450,1,0.58,0.1,49
438650,1,0.55,0.07,100
438850,1,0.52,0.0,74
439050,1,0.67,-1.2,46
439250,1,0.57,-0.71,62
439450,1,0.54,-0.4,48
439650,1,0.52,-0.27,49
439850,1,0.5,-0.17,44
440050,1,0.49,-0.12,45
440250,1,1.47,-3.71,46
440450,1,1.13,-4.13,47
440650,1,0.55,-3.85,40
440850,1,0.34,-3.6,44
441050,1,0.83,0.06,70
441250,1,1.29,-4.05,75
441450,1,0.98,-3.86,51
441650,1,0.48,-3.5,70
441850,1,0.73,0.06,69
442050,1,0.98,-1.82,60
442250,1,0.65,-0.93,42
442450,1,0.57,-0.59,52
442650,1,0.54,-0.35,44
442850,1,0.52,-0.24,52
443050,1,0.56,-0.12,40
443250,1,0.55,-0.09,40
443450,1,1.3,-3.89,72
443650,1,0.94,-3.54,82
443850,1,0.57,-3.57,55
692850,1,0.58,0.0,61
693050,1,0.61,0.01,48
693250,1,0.66,0.01,51
693450,1,0.68,0.02,40
693650,1,0.7,0.02,40
693850,1,0.7,0.02,42
694050,1,1.59,-3.47,40
694250,1,1.34,-4.05,40
694450,1,2.16,-3.51,43
694650,1,1.58,-4.01,40
694850,1,1.32,-3.81,40
695050,1,0.73,-3.47,64
695250,1,0.57,-3.69,40
695450,1,0.28,-3.28,40
695650,1,1.52,-3.73,40
695850,1,1.01,-2.39,44
696050,1,0.8,-2.89,40
696250,1,0.77,-2.86,40
696450,1,0.44,-3.34,40
696650,1,0.26,-3.2,48
696850,1,2.2,-3.56,41
697050,1,1.62,-3.5,43
697250,1,1.31,-4.11,40
697450,1,1.07,-4.05,40
697650,1,0.71,-3.28,40
697850,1,0.42,-3.7,42
698050,1,1.15,0.08,63
698250,1,1.88,1.1,40
698450,1,1.18,1.03,51
698650,1,1.05,0.47,56
698850,1,1.08,0.41,46
699050,1,1.0,0.06,66
699250,1,0.91,0.08,56
699450,1,0.85,0.1,88
699650,1,0.78,0.22,90
699850,1,0.77,0.17,58
700050,1,0.81,0.09,42
700250,1,0.84,-0.53,44
700450,1,0.79,-0.35,40
700650,1,0.67,-0.97,40
700850,1,0.46,-1.41,40
701050,1,0.33,-2.17,41
701250,1,0.92,0.1,75
701450,1,1.51,-4.09,84
701650,1,1.13,-3.47,40
701850,1,0.95,-3.93,98
702050,1,0.83,-3.33,43
702250,1,0.69,-3.33,40
702450,1,0.48,-3.41,77
702650,1,0.29,-3.72,42
702850,1,2.26,-4.08,43
703050,1,1.74,-4.18,40
703250,1,1.39,-3.77,41
703450,1,1.02,-3.98,40
703650,1,0.69,-3.28,41
703850,1,0.34,-3.77,53
704050,1,2.24,-3.75,42
704250,1,1.85,-3.85,42
704450,1,1.32,-2.87,40
704650,1,1.06,-2.6,40
704850,1,1.01,0.01,93
705050,1,0.92,0.1,82
705250,1,0.86,0.09,89
705450,1,0.8,-0.1,43
705650,1,0.95,-2.11,52
705850,1,0.76,-1.33,43
706050,1,0.72,-0.6,40
706250,1,0.82,0.02,81
706450,1,0.88,0.05,87
706650,1,0.95,0.03,66
706850,1,0.99,0.01,43
707050,1,0.88,0.07,81
707250,1,0.76,0.02,40
707450,1,1.51,0.09,40
707650,1,1.75,0.11,40
707850,1,1.64,-0.66,42
708050,1,1.4,-1.0,42
708250,1,1.13,-1.49,40
708450,1,0.8,-2.38,40
708650,1,0.81,0.04,68
708850,1,0.78,0.02,78
709050,1,0.78,0.03,73
709250,1,0.76,-0.08,58
709450,1,0.73,-0.14,62
709650,1,0.7,0.11,97
709850,1,0.66,0.06,74
710050,1,0.6,0.06,81
710250,1,0.56,-0.23,40
710450,1,0.54,-0.15,78
710650,1,0.51,-0.1,49
710850,1,0.56,-0.71,40
711050,1,0.5,-0.46,41
711250,1,2.12,-4.19,41
711450,1,1.53,-4.19,40
711650,1,1.69,-3.74,40
711850,1,0.54,0.01,42
712050,1,0.52,0.01,45
712250,1,0.52,0.01,44
712450,1,0.52,0.01,45
712650,1,1.49,-4.05,54
712850,1,1.38,-3.98,48
713050,1,0.9,-3.72,40
713250,1,0.37,-3.91,54
713450,1,1.49,-3.59,87
713650,1,1.37,-3.96,40
713850,1,0.88,-3.44,77
714050,1,0.5,-3.7,49
714250,1,0.2,-3.72,44
714450,1,1.48,-4.12,40
714650,1,1.36,-3.94,85
714850,1,0.88,-3.68,57
715050,1,0.6,-3.11,61
715250,1,0.41,-1.74,66
715450,1,0.48,0.08,89
715650,1,0.55,0.08,67
715850,1,0.62,0.09,58
716050,1,0.71,0.06,94
716250,1,0.78,0.25,46
716450,1,0.87,0.25,51
716650,1,0.94,0.2,40
716850,1,0.97,-0.6,43
717050,1,0.88,-1.21,40
717250,1,1.29,0.05,53
717450,1,1.63,-4.08,44
717650,1,1.43,-4.1,89
717850,1,1.01,-3.79,51
718050,1,0.61,-3.75,40
718250,1,0.37,-3.48,40
718450,1,1.02,0.01,61
718650,1,1.71,-3.59,45
718850,1,1.54,0.09,94
719050,1,1.42,0.07,78
719250,1,1.28,0.04,51
719450,1,1.13,-3.97,57
719650,1,1.29,0.1,68
719850,1,1.45,0.03,48
720050,1,1.62,-3.69,94
720250,1,1.09,-1.77,40
720450,1,0.95,-1.04,43
720650,1,0.89,-0.62,40
720850,1,0.82,-1.36,100
721050,1,0.64,-1.52,40
721250,1,0.39,-2.19,91
721450,1,0.25,-2.49,40
721650,1,0.98,0.07,74
721850,1,1.72,-3.81,76
722050,1,1.44,-3.54,40
722250,1,1.08,-4.01,49
722450,1,0.69,-3.73,40
722650,1,0.61,-3.51,94
722850,1,0.33,-3.57,56
723050,1,2.05,-3.54,43
723250,1,1.51,-3.66,40
723450,1,1.08,-3.71,94
723650,1,0.8,-3.67,43
723850,1,0.36,-3.71,48
724050,1,2.47,-4.0,40
724250,1,2.01,-4.19,43
724450,1,1.25,-1.8,40
724650,1,0.96,-1.08,59
724850,1,0.81,-0.9,71
725050,1,0.69,-0.75,50
725250,1,0.55,-0.69,94
725450,1,0.54,0.05,88
725650,1,0.53,0.07,83
725850,1,0.53,0.05,51
726050,1,0.52,0.09,56
726250,1,0.52,-0.21,57
726450,1,0.96,-1.23,42
726650,1,0.72,-0.75,45
726850,1,1.4,0.06,67
727050,1,2.07,-4.13,92
727250,1,0.97,-1.4,47
727450,1,0.73,-1.01,47
727650,1,0.74,-1.17,42
727850,1,0.71,-1.99,40
728050,1,0.42,-2.39,42
728250,1,0.02,-2.37,41
728450,1,2.27,-3.47,40
728650,1,1.34,-3.63,56
728850,1,1.44,0.06,52
729050,1,1.54,-4.2,49
729250,1,1.49,-4.07,40
729450,1,1.42,-3.98,43
729650,1,0.92,-2.03,66
729850,1,0.65,-1.52,87
730050,1,0.46,-1.22,54
730250,1,0.52,0.06,58
730450,1,0.61,0.07,88
730650,1,0.68,0.01,70
730850,1,0.74,0.28,55
731050,1,0.85,0.09,99
731250,1,0.97,0.28,52
731450,1,0.86,0.18,45
731650,1,0.86,0.12,43
731850,1,0.94,-1.53,41
732050,1,0.82,-2.1,43
732250,1,0.46,-2.51,51
732450,1,0.98,0.09,100
732650,1,1.5,-3.91,47
732850,1,1.32,-3.54,40
733050,1,1.0,-3.68,42
733250,1,0.59,-3.34,100
733450,1,0.2,-3.47,41
733650,1,2.02,-4.03,41
733850,1,1.7,-3.84,41
734050,1,1.72,0.08,67
734250,1,1.82,0.12,87
734450,1,1.87,-4.05,43
734650,1,1.54,-3.49,40
734850,1,1.04,-3.91,52
735050,1,0.68,-3.37,40
735250,1,0.17,-3.41,42
735450,1,2.24,-3.6,40
735650,1,1.63,-3.54,46
735850,1,1.22,-3.68,40
736050,1,1.0,-3.79,40
736250,1,0.58,-3.39,40
736450,1,0.33,-3.55,51
736650,1,2.25,-3.59,41
736850,1,1.73,-3.59,40
737050,1,1.23,-4.14,40
737250,1,0.65,-3.72,40
737450,1,0.68,-2.21,46
737650,1,0.68,0.03,87
737850,1,0.68,0.09,53
738050,1,0.71,0.11,56
738250,1,0.71,0.05,88
738450,1,0.72,0.06,86
738650,1,0.74,0.1,89
738850,1,0.75,-0.24,40
739050,1,0.66,0.1,80
739250,1,0.6,0.08,69
739450,1,0.53,0.0,51
739650,1,1.18,-1.97,40
739850,1,1.01,-1.73,40
740050,1,0.89,-2.4,40
740250,1,0.62,-2.06,44
740450,1,0.24,-2.16,68
740650,1,2.29,-3.73,40
740850,1,1.38,-2.4,82
741050,1,1.27,-3.05,40
741250,1,0.88,-3.26,40
741450,1,0.43,-3.21,40
741650,1,0.7,0.04,55
741850,1,0.94,-2.04,42
742050,1,1.08,-2.74,47
742250,1,0.86,-3.32,40
742450,1,0.56,-3.0,41
742650,1,0.43,-3.06,40
742850,1,0.24,-2.31,45
743050,1,0.16,-1.27,50
743250,1,0.14,-0.86,41
743450,1,0.15,-0.53,44
743650,1,0.18,-0.35,61
743850,1,0.22,-0.19,84
744050,1,0.26,-0.11,68
744250,1,0.3,-0.04,46
744450,1,0.34,-0.01,49
744650,1,0.35,0.0,43
744850,1,0.84,0.03,55
745050,1,1.28,-4.1,40
745250,1,0.94,-3.75,46
745450,1,0.54,-2.83,40
745650,1,0.19,-2.37,44
745850,1,2.25,-4.18,40
746050,1,1.78,-4.1,40
746250,1,1.52,-1.91,54
746450,1,1.33,-2.61,40
746650,1,0.97,-2.05,52
746850,1,0.72,-1.48,57
747050,1,0.58,-1.04,41
747250,1,0.48,-0.68,78
747450,1,0.45,-0.43,40
747650,1,0.45,-0.26,96
747850,1,0.47,-0.15,64
748050,1,0.45,-0.11,78
748250,1,0.48,-0.02,40
748450,1,0.56,0.01,86
748650,1,0.63,0.12,87
748850,1,0.69,0.04,51
749050,1,0.76,0.02,66
749250,1,0.84,0.26,42
749450,1,0.81,0.17,51
749650,1,0.79,0.05,46
749850,1,0.79,0.04,47
750050,1,0.78,-0.68,41
